frame_number,object_type,track_id,bbox,confidence,shirt_color,shirt_number,speed,distance,timestamp_ms
1,1,0,"137.0, 243.0, 143.0, 250.0",0.588302791,,,0,0,0
100,player,2,"507.0, 244.0, 535.0, 280.0",0.886271477,"123,144,85",None,0,0,3960
100,player,7,"556.0, 264.0, 576.0, 315.0",0.825472295,"232,234,201",None,0,0,3960
100,player,17,"226.0, 217.0, 244.0, 270.0",0.818043768,"236,233,228",None,0,0,3960
100,player,12,"55.0, 243.0, 71.0, 289.0",0.853828132,"88,78,77",None,0,0,3960
100,player,5,"398.0, 198.0, 412.0, 231.0",0.817570627,"179,197,115",None,0,0,3960
100,player,3,"270.0, 202.0, 283.0, 243.0",0.798884749,"217,223,187",None,0,0,3960
100,player,31,"448.0, 212.0, 463.0, 250.0",0.787865281,"177,165,139",None,0,0,3960
100,player,32,"431.0, 198.0, 442.0, 232.0",0.714568555,"111,109,76",None,0,0,3960
100,player,4,"450.0, 249.0, 473.0, 310.0",0.843381166,"166,158,147",None,0,0,3960
100,player,6,"471.0, 248.0, 491.0, 303.0",0.835332274,"225,175,186",None,0,0,3960
291,player,4,"323.0, 198.0, 340.0, 237.0",0.754150629,"222,234,178",None,0,0,11600
291,player,6,"337.0, 201.0, 351.0, 245.0",0.698634982,"209,200,194",None,0,0,11600
291,player,12,"146.0, 209.0, 157.0, 245.0",0.704205215,"84,75,77",None,0,0,11600
291,player,35,"496.0, 222.0, 511.0, 261.0",0.847364545,"111,110,87",None,0,0,11600
291,player,49,"214.0, 193.0, 229.0, 220.0",0.632099271,"100,75,87",None,0,0,11600
291,player,42,"287.0, 188.0, 297.0, 217.0",0.585425675,"156,129,149",None,0,0,11600
291,player,53,"373.0, 193.0, 384.0, 222.0",0.742325246,"166,171,135",None,0,0,11600
291,player,50,"126.0, 208.0, 138.0, 241.0",0.784047246,"73,65,62",None,0,0,11600
291,player,56,"0.0, 253.0, 8.0, 290.0",0.58489114,"101,94,90",None,0,0,11600
101,player,2,"509.0, 244.0, 537.0, 280.0",0.905682981,"118,148,83",None,0,0,4000
101,player,7,"559.0, 264.0, 578.0, 314.0",0.787980199,"220,224,191",None,0,0,4000
101,player,17,"229.0, 217.0, 246.0, 270.0",0.808052957,"239,239,239",None,0,0,4000
101,player,12,"56.0, 242.0, 72.0, 290.0",0.876140594,"86,81,81",None,0,0,4000
101,player,5,"401.0, 199.0, 414.0, 231.0",0.78246212,"173,192,122",None,0,0,4000
101,player,3,"271.0, 201.0, 285.0, 242.0",0.792476594,"215,220,183",None,0,0,4000
101,player,31,"448.0, 212.0, 464.0, 251.0",0.822889447,"164,163,127",None,0,0,4000
101,player,32,"431.0, 197.0, 442.0, 232.0",0.728109121,"75,72,52",None,0,0,4000
101,player,4,"450.0, 249.0, 474.0, 310.0",0.815594912,"166,161,140",None,0,0,4000
101,player,6,"475.0, 248.0, 496.0, 303.0",0.89905113,"208,168,189",None,0,0,4000
530,player,63,"295.0, 236.0, 323.0, 300.0",0.857958198,"170,176,147",None,0,0,21160
530,player,69,"106.0, 228.0, 120.0, 275.0",0.80015254,"133,117,116",None,0,0,21160
530,player,50,"209.0, 211.0, 221.0, 260.0",0.808744431,"103,81,113",None,0,0,21160
530,player,35,"604.0, 233.0, 613.0, 260.0",0.746374428,"207,212,172",None,0,0,21160
530,player,49,"353.0, 183.0, 364.0, 213.0",0.776216865,"123,100,120",None,0,0,21160
530,player,90,"538.0, 223.0, 552.0, 257.0",0.750797927,"181,155,158",None,0,0,21160
292,player,4,"325.0, 198.0, 340.0, 237.0",0.777248323,"225,235,181",None,0,0,11640
292,player,6,"337.0, 201.0, 351.0, 244.0",0.740438223,"182,135,171",None,0,0,11640
102,player,2,"510.0, 244.0, 539.0, 280.0",0.890953779,"116,150,82",None,0,0,4040
102,player,7,"561.0, 264.0, 579.0, 314.0",0.77497375,"218,223,185",None,0,0,4040
102,player,17,"230.0, 217.0, 247.0, 270.0",0.780212462,"238,237,235",None,0,0,4040
102,player,12,"56.0, 242.0, 73.0, 290.0",0.873625517,"95,89,87",None,0,0,4040
102,player,5,"402.0, 199.0, 416.0, 233.0",0.824258506,"172,192,116",None,0,0,4040
102,player,3,"272.0, 201.0, 286.0, 241.0",0.752640545,"210,218,174",None,0,0,4040
102,player,31,"449.0, 212.0, 464.0, 251.0",0.812292039,"167,162,127",None,0,0,4040
102,player,32,"431.0, 197.0, 442.0, 233.0",0.721637726,"75,72,52",None,0,0,4040
102,player,4,"450.0, 248.0, 475.0, 310.0",0.895670712,"160,162,133",None,0,0,4040
102,player,6,"478.0, 248.0, 499.0, 303.0",0.919345319,"216,178,190",None,0,0,4040
292,player,12,"147.0, 209.0, 158.0, 245.0",0.734466016,"85,77,74",None,0,0,11640
292,player,35,"496.0, 222.0, 511.0, 261.0",0.844144404,"112,113,90",None,0,0,11640
292,player,49,"215.0, 191.0, 230.0, 220.0",0.646564662,"87,66,70",None,0,0,11640
292,player,42,"287.0, 189.0, 297.0, 216.0",0.608289361,"152,126,147",None,0,0,11640
292,player,53,"373.0, 193.0, 385.0, 222.0",0.745810211,"176,180,142",None,0,0,11640
292,player,50,"127.0, 207.0, 139.0, 241.0",0.785924494,"72,63,62",None,0,0,11640
530,player,98,"382.0, 201.0, 398.0, 235.0",0.720986724,"184,209,131",None,0,0,21160
103,player,2,"513.0, 244.0, 542.0, 280.0",0.892370284,"119,151,87",None,0,0,4080
103,player,7,"562.0, 264.0, 580.0, 315.0",0.825770259,"212,218,176",None,0,0,4080
103,player,17,"232.0, 217.0, 249.0, 270.0",0.803892732,"238,237,235",None,0,0,4080
103,player,12,"57.0, 242.0, 74.0, 290.0",0.865750372,"100,93,89",None,0,0,4080
103,player,5,"403.0, 198.0, 418.0, 234.0",0.83555603,"157,175,103",None,0,0,4080
103,player,3,"274.0, 201.0, 287.0, 241.0",0.802490711,"209,215,175",None,0,0,4080
103,player,31,"449.0, 213.0, 464.0, 251.0",0.806251168,"170,164,133",None,0,0,4080
103,player,32,"431.0, 197.0, 442.0, 233.0",0.725896835,"76,72,53",None,0,0,4080
103,player,4,"451.0, 248.0, 476.0, 310.0",0.891216874,"164,164,141",None,0,0,4080
103,player,6,"479.0, 249.0, 501.0, 303.0",0.895740509,"189,176,148",None,0,0,4080
530,player,103,"525.0, 212.0, 536.0, 243.0",0.636368454,"130,103,116",None,0,0,21160
530,player,76,"442.0, 196.0, 452.0, 222.0",0.60897851,"78,68,62",None,0,0,21160
293,player,4,"326.0, 198.0, 341.0, 237.0",0.743947864,"215,227,173",None,0,0,11680
293,player,6,"337.0, 200.0, 351.0, 243.0",0.689902306,"187,138,176",None,0,0,11680
104,player,2,"517.0, 245.0, 545.0, 280.0",0.819750607,"131,115,108",None,0,0,4120
104,player,7,"563.0, 264.0, 580.0, 315.0",0.815149724,"210,220,173",None,0,0,4120
104,player,17,"234.0, 217.0, 251.0, 270.0",0.86644429,"239,237,233",None,0,0,4120
104,player,12,"57.0, 242.0, 74.0, 290.0",0.868339419,"87,78,80",None,0,0,4120
104,player,5,"403.0, 199.0, 418.0, 234.0",0.820463061,"174,192,121",None,0,0,4120
104,player,3,"275.0, 202.0, 289.0, 242.0",0.811970234,"213,223,178",None,0,0,4120
104,player,31,"449.0, 213.0, 464.0, 251.0",0.801201761,"170,163,128",None,0,0,4120
104,player,32,"431.0, 197.0, 442.0, 233.0",0.738332689,"77,73,54",None,0,0,4120
104,player,4,"450.0, 247.0, 476.0, 310.0",0.900171161,"166,166,151",None,0,0,4120
104,player,6,"480.0, 249.0, 502.0, 303.0",0.898529172,"203,145,183",None,0,0,4120
293,player,12,"147.0, 208.0, 159.0, 245.0",0.782106519,"82,74,71",None,0,0,11680
293,player,35,"497.0, 222.0, 511.0, 261.0",0.857070625,"231,235,207",None,0,0,11680
293,player,49,"216.0, 190.0, 233.0, 221.0",0.561150372,"123,105,113",None,0,0,11680
293,player,42,"286.0, 189.0, 296.0, 216.0",0.588436782,"153,125,147",None,0,0,11680
293,player,53,"374.0, 193.0, 385.0, 221.0",0.666844249,"103,94,81",None,0,0,11680
293,player,50,"129.0, 207.0, 141.0, 240.0",0.805250704,"87,77,76",None,0,0,11680
293,player,56,"2.0, 253.0, 10.0, 293.0",0.732441962,"93,87,85",None,0,0,11680
105,player,2,"519.0, 246.0, 546.0, 280.0",0.708809793,"127,108,106",None,0,0,4160
105,player,7,"563.0, 264.0, 581.0, 315.0",0.811709583,"209,217,167",None,0,0,4160
105,player,17,"236.0, 217.0, 253.0, 270.0",0.83984679,"242,241,239",None,0,0,4160
105,player,12,"57.0, 242.0, 74.0, 291.0",0.871144116,"95,89,87",None,0,0,4160
105,player,5,"404.0, 199.0, 418.0, 234.0",0.799200118,"175,191,120",None,0,0,4160
105,player,3,"275.0, 202.0, 290.0, 242.0",0.82965076,"215,228,182",None,0,0,4160
105,player,31,"449.0, 213.0, 464.0, 251.0",0.813489079,"176,166,134",None,0,0,4160
105,player,32,"431.0, 197.0, 442.0, 233.0",0.742449582,"75,73,53",None,0,0,4160
105,player,4,"450.0, 246.0, 476.0, 309.0",0.90325433,"171,169,154",None,0,0,4160
105,player,6,"480.0, 249.0, 503.0, 303.0",0.870197415,"190,132,168",None,0,0,4160
531,player,63,"297.0, 236.0, 325.0, 300.0",0.855202198,"172,178,151",None,0,0,21200
531,player,69,"106.0, 228.0, 120.0, 275.0",0.790747464,"100,96,76",None,0,0,21200
531,player,50,"209.0, 211.0, 221.0, 259.0",0.811042309,"110,90,120",None,0,0,21200
294,player,4,"327.0, 199.0, 341.0, 237.0",0.693144977,"225,234,191",None,0,0,11720
294,player,6,"337.0, 200.0, 351.0, 242.0",0.656160235,"184,137,175",None,0,0,11720
106,player,2,"518.0, 246.0, 548.0, 284.0",0.857786119,"128,110,102",None,0,0,4200
106,player,7,"565.0, 263.0, 582.0, 313.0",0.807352722,"209,220,171",None,0,0,4200
106,player,17,"237.0, 217.0, 254.0, 270.0",0.864999354,"238,236,232",None,0,0,4200
106,player,12,"57.0, 242.0, 75.0, 291.0",0.872555137,"95,91,87",None,0,0,4200
106,player,5,"404.0, 199.0, 418.0, 233.0",0.84027499,"174,188,118",None,0,0,4200
106,player,3,"276.0, 202.0, 291.0, 242.0",0.863561571,"222,232,185",None,0,0,4200
106,player,31,"449.0, 214.0, 464.0, 252.0",0.817282736,"175,168,135",None,0,0,4200
106,player,32,"431.0, 197.0, 442.0, 233.0",0.759372413,"75,72,52",None,0,0,4200
106,player,4,"449.0, 246.0, 475.0, 308.0",0.908582985,"170,167,150",None,0,0,4200
106,player,6,"482.0, 249.0, 505.0, 302.0",0.866281748,"185,125,167",None,0,0,4200
294,player,12,"147.0, 208.0, 159.0, 245.0",0.827211082,"84,76,73",None,0,0,11720
294,player,35,"497.0, 222.0, 511.0, 261.0",0.867294192,"232,236,209",None,0,0,11720
294,player,49,"219.0, 189.0, 235.0, 219.0",0.682093084,"122,102,113",None,0,0,11720
294,player,42,"286.0, 190.0, 296.0, 216.0",0.64504689,"153,125,147",None,0,0,11720
294,player,53,"374.0, 193.0, 386.0, 222.0",0.706370413,"177,179,141",None,0,0,11720
294,player,50,"130.0, 207.0, 142.0, 240.0",0.819882393,"74,64,64",None,0,0,11720
107,player,2,"519.0, 246.0, 549.0, 286.0",0.896486998,"131,98,115",None,0,0,4240
107,player,7,"567.0, 262.0, 584.0, 312.0",0.826009095,"205,214,166",None,0,0,4240
107,player,17,"237.0, 218.0, 255.0, 271.0",0.856491506,"241,239,235",None,0,0,4240
107,player,12,"57.0, 242.0, 75.0, 291.0",0.873210371,"92,88,85",None,0,0,4240
107,player,5,"404.0, 198.0, 418.0, 232.0",0.837251782,"163,177,110",None,0,0,4240
107,player,3,"277.0, 203.0, 291.0, 242.0",0.876986027,"224,231,185",None,0,0,4240
107,player,31,"448.0, 214.0, 463.0, 252.0",0.82963419,"165,164,128",None,0,0,4240
107,player,32,"431.0, 197.0, 442.0, 233.0",0.743914962,"75,72,52",None,0,0,4240
107,player,4,"449.0, 246.0, 474.0, 308.0",0.911728621,"176,174,165",None,0,0,4240
107,player,6,"485.0, 249.0, 509.0, 302.0",0.871659398,"188,138,173",None,0,0,4240
108,player,2,"519.0, 246.0, 551.0, 287.0",0.908620596,"127,99,114",None,0,0,4280
108,player,7,"568.0, 262.0, 585.0, 311.0",0.847257435,"206,221,173",None,0,0,4280
108,player,17,"238.0, 218.0, 257.0, 271.0",0.856575191,"243,241,238",None,0,0,4280
108,player,12,"57.0, 242.0, 75.0, 291.0",0.883177578,"95,91,87",None,0,0,4280
108,player,5,"404.0, 198.0, 418.0, 231.0",0.821001709,"164,178,112",None,0,0,4280
108,player,3,"278.0, 203.0, 292.0, 242.0",0.789851606,"196,196,196",None,0,0,4280
108,player,31,"447.0, 214.0, 463.0, 253.0",0.822266698,"164,167,128",None,0,0,4280
108,player,32,"431.0, 198.0, 442.0, 232.0",0.754406393,"74,71,53",None,0,0,4280
108,player,4,"449.0, 247.0, 474.0, 308.0",0.903400421,"180,176,173",None,0,0,4280
108,player,6,"489.0, 248.0, 513.0, 302.0",0.881625712,"149,169,95",None,0,0,4280
294,player,56,"2.0, 252.0, 11.0, 293.0",0.769268811,"85,80,84",None,0,0,11720
531,player,35,"604.0, 233.0, 613.0, 260.0",0.722602487,"218,225,187",None,0,0,21200
531,player,49,"353.0, 183.0, 364.0, 213.0",0.789554536,"121,98,118",None,0,0,21200
531,player,90,"538.0, 223.0, 552.0, 257.0",0.712235808,"189,163,166",None,0,0,21200
109,player,2,"522.0, 246.0, 553.0, 288.0",0.889197588,"132,102,112",None,0,0,4320
109,player,7,"569.0, 262.0, 585.0, 310.0",0.852892578,"197,216,165",None,0,0,4320
109,player,17,"239.0, 218.0, 257.0, 271.0",0.875362635,"244,242,239",None,0,0,4320
109,player,12,"57.0, 242.0, 75.0, 292.0",0.887333632,"93,85,84",None,0,0,4320
109,player,5,"404.0, 198.0, 418.0, 231.0",0.764856935,"163,174,111",None,0,0,4320
109,player,3,"279.0, 202.0, 293.0, 242.0",0.784645677,"226,238,190",None,0,0,4320
109,player,31,"447.0, 214.0, 463.0, 253.0",0.83993727,"166,165,127",None,0,0,4320
109,player,32,"431.0, 198.0, 442.0, 232.0",0.740522623,"75,72,55",None,0,0,4320
109,player,4,"449.0, 247.0, 474.0, 308.0",0.913932502,"183,177,174",None,0,0,4320
109,player,6,"493.0, 248.0, 518.0, 302.0",0.873251259,"140,165,90",None,0,0,4320
110,player,2,"525.0, 245.0, 557.0, 288.0",0.903322935,"135,112,108",None,0,0,4360
110,player,7,"569.0, 263.0, 585.0, 310.0",0.871624172,"200,217,168",None,0,0,4360
110,player,17,"240.0, 218.0, 259.0, 271.0",0.855143309,"247,245,241",None,0,0,4360
110,player,12,"57.0, 242.0, 75.0, 292.0",0.887043953,"147,93,152",None,0,0,4360
110,player,5,"403.0, 198.0, 418.0, 231.0",0.796312273,"173,185,125",None,0,0,4360
110,player,3,"280.0, 202.0, 295.0, 242.0",0.785603762,"224,226,217",None,0,0,4360
110,player,31,"447.0, 214.0, 463.0, 253.0",0.83708477,"165,166,127",None,0,0,4360
110,player,32,"431.0, 197.0, 442.0, 231.0",0.734664559,"76,72,53",None,0,0,4360
110,player,4,"448.0, 247.0, 473.0, 308.0",0.916934073,"178,172,172",None,0,0,4360
110,player,6,"497.0, 248.0, 521.0, 303.0",0.857446015,"168,137,151",None,0,0,4360
111,player,2,"526.0, 246.0, 559.0, 290.0",0.598922193,"117,147,82",None,0,0,4400
111,player,7,"568.0, 264.0, 585.0, 310.0",0.85844326,"193,203,159",None,0,0,4400
111,player,17,"241.0, 217.0, 260.0, 271.0",0.816291273,"247,245,241",None,0,0,4400
111,player,12,"58.0, 242.0, 76.0, 292.0",0.875600994,"145,93,151",None,0,0,4400
111,player,5,"403.0, 198.0, 418.0, 231.0",0.806120396,"177,185,124",None,0,0,4400
111,player,3,"283.0, 201.0, 297.0, 242.0",0.738604367,"159,159,163",None,0,0,4400
111,player,31,"446.0, 214.0, 463.0, 253.0",0.820137084,"159,123,146",None,0,0,4400
111,player,32,"431.0, 198.0, 442.0, 232.0",0.733486831,"138,149,90",None,0,0,4400
111,player,4,"448.0, 247.0, 473.0, 308.0",0.901044905,"178,174,171",None,0,0,4400
111,player,6,"500.0, 248.0, 523.0, 303.0",0.834009528,"138,130,128",None,0,0,4400
112,player,2,"526.0, 246.0, 557.0, 290.0",0.835211813,"130,117,108",None,0,0,4440
112,player,7,"568.0, 265.0, 584.0, 310.0",0.89173609,"191,200,154",None,0,0,4440
112,player,17,"243.0, 217.0, 261.0, 270.0",0.826471031,"250,248,244",None,0,0,4440
112,player,12,"58.0, 242.0, 76.0, 292.0",0.874463379,"86,76,75",None,0,0,4440
112,player,5,"403.0, 198.0, 418.0, 231.0",0.80458343,"189,195,140",None,0,0,4440
112,player,3,"285.0, 201.0, 298.0, 242.0",0.77634418,"161,158,159",None,0,0,4440
112,player,31,"446.0, 214.0, 463.0, 253.0",0.759995878,"185,169,152",None,0,0,4440
112,player,32,"431.0, 198.0, 442.0, 232.0",0.738545835,"129,136,78",None,0,0,4440
112,player,4,"448.0, 246.0, 473.0, 307.0",0.881487668,"169,169,163",None,0,0,4440
112,player,6,"502.0, 249.0, 525.0, 303.0",0.810644686,"203,168,162",None,0,0,4440
113,player,2,"526.0, 250.0, 560.0, 296.0",0.69423151,"127,107,107",None,0,0,4480
113,player,7,"568.0, 265.0, 585.0, 310.0",0.865718424,"215,224,192",None,0,0,4480
113,player,17,"246.0, 217.0, 263.0, 271.0",0.781212449,"249,246,240",None,0,0,4480
113,player,12,"58.0, 242.0, 76.0, 292.0",0.868043125,"84,74,74",None,0,0,4480
113,player,5,"403.0, 198.0, 418.0, 231.0",0.808718026,"188,195,144",None,0,0,4480
113,player,3,"286.0, 201.0, 300.0, 242.0",0.773372173,"224,226,217",None,0,0,4480
113,player,31,"446.0, 214.0, 462.0, 253.0",0.702936947,"167,128,152",None,0,0,4480
113,player,32,"431.0, 198.0, 442.0, 232.0",0.756582439,"139,149,92",None,0,0,4480
113,player,4,"448.0, 244.0, 473.0, 306.0",0.859751582,"170,168,165",None,0,0,4480
113,player,6,"504.0, 249.0, 526.0, 303.0",0.818190932,"202,164,164",None,0,0,4480
114,player,2,"527.0, 252.0, 560.0, 298.0",0.827100396,"126,96,117",None,0,0,4520
114,player,7,"569.0, 265.0, 586.0, 310.0",0.82808429,"218,225,191",None,0,0,4520
114,player,17,"248.0, 217.0, 265.0, 271.0",0.82866329,"236,231,222",None,0,0,4520
114,player,12,"59.0, 242.0, 76.0, 292.0",0.883238614,"76,71,70",None,0,0,4520
114,player,5,"403.0, 197.0, 418.0, 231.0",0.810599327,"157,168,111",None,0,0,4520
114,player,3,"288.0, 201.0, 301.0, 241.0",0.798778713,"226,228,219",None,0,0,4520
114,player,31,"446.0, 214.0, 462.0, 253.0",0.74099195,"182,161,151",None,0,0,4520
121,player,2,"542.0, 255.0, 575.0, 304.0",0.859294772,"138,109,112",None,0,0,4800
121,player,7,"573.0, 263.0, 590.0, 310.0",0.717027724,"117,143,77",None,0,0,4800
121,player,17,"257.0, 217.0, 275.0, 272.0",0.842880309,"235,230,219",None,0,0,4800
121,player,12,"62.0, 243.0, 80.0, 294.0",0.863603234,"140,92,144",None,0,0,4800
121,player,5,"403.0, 198.0, 418.0, 232.0",0.802893937,"183,192,136",None,0,0,4800
121,player,3,"292.0, 203.0, 306.0, 241.0",0.839021385,"154,151,152",None,0,0,4800
121,player,31,"444.0, 216.0, 462.0, 256.0",0.790879488,"119,109,81",None,0,0,4800
1,player,1,"241.0, 209.0, 262.0, 252.0",0.84912467,"212,222,183",None,0,0,0
1,player,2,"377.0, 200.0, 397.0, 234.0",0.843459785,"196,215,164",None,0,0,0
1,player,3,"122.0, 217.0, 133.0, 251.0",0.778665662,"110,110,132",None,0,0,0
1,player,4,"43.0, 262.0, 56.0, 315.0",0.760805488,"146,161,131",None,0,0,0
1,player,5,"204.0, 195.0, 217.0, 233.0",0.756545544,"126,91,106",None,0,0,0
1,player,6,"10.0, 262.0, 22.0, 307.0",0.703086615,"121,89,94",None,0,0,0
1,player,7,"503.0, 250.0, 528.0, 301.0",0.693200946,"222,229,182",None,0,0,0
1,player,8,"220.0, 196.0, 229.0, 231.0",0.640687168,"87,72,74",None,0,0,0
1,player,9,"474.0, 197.0, 483.0, 226.0",0.608939648,"92,93,69",None,0,0,0
114,player,32,"431.0, 198.0, 442.0, 232.0",0.756508648,"138,148,91",None,0,0,4520
114,player,4,"448.0, 243.0, 473.0, 304.0",0.865116119,"167,167,161",None,0,0,4520
114,player,6,"506.0, 248.0, 527.0, 303.0",0.857852697,"201,166,160",None,0,0,4520
531,player,98,"380.0, 201.0, 396.0, 234.0",0.745524526,"190,211,138",None,0,0,21200
531,player,103,"525.0, 212.0, 536.0, 243.0",0.656161845,"92,86,74",None,0,0,21200
531,player,105,"430.0, 198.0, 443.0, 234.0",0.728491426,"133,158,77",None,0,0,21200
531,player,76,"440.0, 195.0, 450.0, 221.0",0.627609253,"85,73,68",None,0,0,21200
2,player,1,"241.0, 209.0, 262.0, 252.0",0.844264925,"210,220,181",None,0,0,40
2,player,2,"378.0, 201.0, 398.0, 234.0",0.844306052,"138,113,123",None,0,0,40
2,player,3,"122.0, 216.0, 134.0, 251.0",0.811295867,"110,109,126",None,0,0,40
2,player,4,"45.0, 262.0, 58.0, 314.0",0.751624644,"144,159,129",None,0,0,40
2,player,5,"205.0, 195.0, 218.0, 232.0",0.785825014,"98,76,78",None,0,0,40
2,player,6,"11.0, 261.0, 24.0, 308.0",0.634597003,"109,86,84",None,0,0,40
2,player,8,"222.0, 193.0, 231.0, 231.0",0.640616357,"87,70,75",None,0,0,40
2,player,9,"475.0, 196.0, 484.0, 225.0",0.624219656,"91,91,70",None,0,0,40
3,player,1,"241.0, 209.0, 263.0, 252.0",0.849448085,"210,220,183",None,0,0,80
3,player,2,"380.0, 201.0, 400.0, 235.0",0.799459994,"202,222,167",None,0,0,80
3,player,3,"123.0, 216.0, 134.0, 250.0",0.713436842,"88,86,81",None,0,0,80
3,player,4,"47.0, 261.0, 60.0, 313.0",0.772647083,"147,168,132",None,0,0,80
3,player,5,"207.0, 197.0, 220.0, 232.0",0.799090445,"142,105,124",None,0,0,80
3,player,6,"15.0, 261.0, 28.0, 307.0",0.642647266,"122,97,92",None,0,0,80
3,player,9,"475.0, 196.0, 484.0, 226.0",0.66829443,"99,93,88",None,0,0,80
3,player,7,"507.0, 250.0, 531.0, 302.0",0.800487101,"146,191,74",None,0,0,80
4,player,1,"241.0, 209.0, 263.0, 252.0",0.856477261,"209,221,180",None,0,0,120
4,player,2,"380.0, 202.0, 402.0, 239.0",0.772705317,"140,117,121",None,0,0,120
4,player,3,"124.0, 216.0, 135.0, 250.0",0.655286908,"86,85,83",None,0,0,120
4,player,4,"51.0, 261.0, 64.0, 314.0",0.774486125,"135,148,120",None,0,0,120
4,player,5,"210.0, 197.0, 221.0, 232.0",0.754240334,"141,104,123",None,0,0,120
4,player,6,"17.0, 260.0, 30.0, 309.0",0.790283799,"179,205,129",None,0,0,120
4,player,9,"475.0, 196.0, 484.0, 225.0",0.665337861,"93,88,82",None,0,0,120
4,player,7,"509.0, 250.0, 533.0, 302.0",0.822621047,"204,216,168",None,0,0,120
5,player,1,"241.0, 209.0, 263.0, 252.0",0.80872792,"208,221,181",None,0,0,160
5,player,2,"381.0, 202.0, 403.0, 239.0",0.825110257,"139,111,119",None,0,0,160
5,player,4,"55.0, 261.0, 69.0, 318.0",0.750141561,"140,137,136",None,0,0,160
5,player,5,"212.0, 198.0, 223.0, 231.0",0.791684926,"133,99,117",None,0,0,160
5,player,6,"18.0, 259.0, 32.0, 310.0",0.685643613,"176,203,123",None,0,0,160
5,player,9,"475.0, 197.0, 484.0, 225.0",0.6447559,"97,90,87",None,0,0,160
5,player,7,"511.0, 250.0, 535.0, 302.0",0.80386889,"216,224,179",None,0,0,160
6,player,1,"241.0, 208.0, 262.0, 252.0",0.847262144,"207,220,180",None,0,0,200
6,player,2,"384.0, 202.0, 404.0, 239.0",0.815000772,"139,113,118",None,0,0,200
6,player,4,"58.0, 262.0, 73.0, 321.0",0.674187243,"139,138,130",None,0,0,200
6,player,5,"214.0, 198.0, 225.0, 230.0",0.775389552,"136,102,120",None,0,0,200
6,player,6,"22.0, 258.0, 36.0, 308.0",0.651139319,"177,201,124",None,0,0,200
6,player,9,"475.0, 197.0, 484.0, 225.0",0.675137103,"95,88,85",None,0,0,200
6,player,7,"514.0, 250.0, 536.0, 302.0",0.864874125,"217,226,185",None,0,0,200
6,player,3,"127.0, 216.0, 139.0, 250.0",0.614430726,"94,89,89",None,0,0,200
7,player,1,"240.0, 208.0, 262.0, 252.0",0.883540869,"210,220,181",None,0,0,240
7,player,2,"386.0, 203.0, 406.0, 239.0",0.836895406,"136,108,114",None,0,0,240
7,player,4,"61.0, 262.0, 76.0, 321.0",0.732845187,"131,135,126",None,0,0,240
7,player,5,"215.0, 198.0, 226.0, 230.0",0.771596253,"133,100,117",None,0,0,240
7,player,6,"25.0, 258.0, 39.0, 306.0",0.630436122,"171,199,137",None,0,0,240
7,player,9,"475.0, 197.0, 484.0, 225.0",0.665124059,"96,91,85",None,0,0,240
7,player,7,"515.0, 250.0, 537.0, 302.0",0.816009581,"219,227,188",None,0,0,240
7,player,3,"128.0, 216.0, 141.0, 251.0",0.627848923,"77,72,68",None,0,0,240
8,player,1,"238.0, 204.0, 262.0, 252.0",0.806989312,"140,116,113",None,0,0,280
8,player,2,"388.0, 204.0, 408.0, 239.0",0.836028814,"130,102,112",None,0,0,280
8,player,4,"66.0, 263.0, 80.0, 321.0",0.692321539,"143,144,140",None,0,0,280
8,player,5,"216.0, 198.0, 228.0, 231.0",0.753454089,"138,104,119",None,0,0,280
8,player,6,"28.0, 258.0, 42.0, 308.0",0.610105097,"166,192,133",None,0,0,280
8,player,9,"475.0, 197.0, 484.0, 225.0",0.641268492,"101,95,90",None,0,0,280
8,player,7,"517.0, 250.0, 538.0, 302.0",0.807333529,"220,225,187",None,0,0,280
8,player,3,"131.0, 216.0, 143.0, 251.0",0.813791573,"110,105,121",None,0,0,280
9,player,1,"236.0, 198.0, 263.0, 252.0",0.788101375,"109,89,87",None,0,0,320
9,player,2,"391.0, 205.0, 410.0, 238.0",0.865534842,"189,191,165",None,0,0,320
9,player,4,"70.0, 262.0, 84.0, 321.0",0.585974753,"148,149,142",None,0,0,320
9,player,5,"218.0, 197.0, 229.0, 231.0",0.780322433,"139,104,117",None,0,0,320
9,player,6,"31.0, 257.0, 45.0, 307.0",0.742603242,"165,175,134",None,0,0,320
9,player,9,"475.0, 197.0, 484.0, 225.0",0.643675983,"100,94,89",None,0,0,320
9,player,7,"518.0, 250.0, 538.0, 302.0",0.812507212,"143,183,81",None,0,0,320
9,player,3,"133.0, 216.0, 146.0, 251.0",0.764040709,"118,113,129",None,0,0,320
10,player,1,"235.0, 196.0, 263.0, 252.0",0.769358516,"101,84,83",None,0,0,360
10,player,2,"394.0, 205.0, 412.0, 238.0",0.839006364,"132,100,112",None,0,0,360
10,player,4,"73.0, 261.0, 88.0, 320.0",0.693404853,"145,143,134",None,0,0,360
10,player,5,"220.0, 197.0, 231.0, 230.0",0.77634567,"137,105,117",None,0,0,360
10,player,6,"33.0, 256.0, 47.0, 307.0",0.765163839,"164,169,133",None,0,0,360
10,player,9,"475.0, 197.0, 484.0, 225.0",0.629273117,"101,95,93",None,0,0,360
10,player,7,"519.0, 251.0, 539.0, 302.0",0.799470365,"145,186,83",None,0,0,360
10,player,3,"134.0, 217.0, 147.0, 251.0",0.738767922,"125,120,136",None,0,0,360
